#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle	99	9083	0.2	2.70e-08	9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000313854,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000350949,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000475924,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,VASP,UROD,NDUFA10,PXDN,FUS,MICAL2,RRAS2,MRPL15,SULF1,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,NCSTN,ARFIP1,COL1A2,HSD3B7,ATP5PD,COPS6,ALCAM,RPL13,GPD2,CLPTM1L,RAP2B,TMEM11,SRRM1,CUL1,HGS,OSTF1,SNRPD2,MEAK7,P3H4,PDLIM7,STOML2,GMPPA,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,ENG,NFS1,SLC39A7,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,NADK2,DIAPH1,RPL13A,SUCLG1,CNP,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,FAU,ALDH6A1,CNN2,RSL1D1,POLDIP2,EHD1,RPL11,FHL1,DIABLO,SDF4
COMPARTMENTS	GOCC:0005829	Cytosol	51	3054	0.39	7.88e-08	9606.ENSP00000204566,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000253108,9606.ENSP00000260102,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000296557,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000348099,9606.ENSP00000351646,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000363205,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000400175,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000464342,9606.ENSP00000471455,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058	SPG21,DAZAP1,ZC3HAV1,VASP,UROD,EIF3G,MRPL15,UBE2K,KPNA3,MGLL,SCYL1,AKR1B1,ARHGAP17,ARFIP1,RPL13,RPL38,ARFGAP1,GYS1,RAP2B,CUL1,HGS,GSDME,SDSL,SNRPD2,RPL27A,PDLIM7,STIP1,IFI16,S100A6,NHLRC2,GBP1,NFS1,MAPRE1,LMO7,RPS6,TMSB4X,SRXN1,DIAPH1,RPL13A,AP1M1,RPL23A,RHOA,EIF3H,FAU,EIF3M,BCAT1,RPL36,CCDC124,RPL11,FHL1,DIABLO
COMPARTMENTS	GOCC:0070161	Anchoring junction	21	553	0.75	8.18e-08	9606.ENSP00000171887,9606.ENSP00000245932,9606.ENSP00000256196,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000296585,9606.ENSP00000305988,9606.ENSP00000319096,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000389168,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000456436,9606.ENSP00000498684	TNS1,VASP,RRAS2,MYO1E,ARHGAP17,ITGA5,ITGA2,ALCAM,RAP2B,PDLIM7,DPP4,ENG,MAPRE1,LMO7,CD99,RPL13A,PPP1R12A,RHOA,SLC9A3R2,CNN2,FHL1
COMPARTMENTS	GOCC:0005925	Focal adhesion	15	269	0.91	2.29e-07	9606.ENSP00000171887,9606.ENSP00000245932,9606.ENSP00000256196,9606.ENSP00000293379,9606.ENSP00000296585,9606.ENSP00000305988,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000389168,9606.ENSP00000400175,9606.ENSP00000456436,9606.ENSP00000498684	TNS1,VASP,RRAS2,ITGA5,ITGA2,ALCAM,PDLIM7,DPP4,ENG,MAPRE1,LMO7,PPP1R12A,RHOA,CNN2,FHL1
COMPARTMENTS	GOCC:0022626	Cytosolic ribosome	9	89	1.17	4.43e-06	9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000346015,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000431822,9606.ENSP00000464342,9606.ENSP00000496250	RPL13,RPL38,RPL27A,RPS6,RPL13A,RPL23A,FAU,RPL36,RPL11
COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle	87	8162	0.2	7.63e-06	9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000313854,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000475924,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	SPG21,TECR,SEC61B,SLC25A11,DAZAP1,UROD,NDUFA10,PXDN,FUS,MICAL2,RRAS2,MRPL15,SULF1,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,NCSTN,ARFIP1,COL1A2,HSD3B7,ATP5PD,COPS6,RPL13,GPD2,CLPTM1L,TMEM11,SRRM1,CUL1,HGS,SNRPD2,MEAK7,P3H4,PDLIM7,STOML2,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,GBP1,COL5A1,ENG,NFS1,SLC39A7,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,NADK2,DIAPH1,RPL13A,SUCLG1,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,TMX1,MXRA8,EWSR1,RHOA,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,FAU,ALDH6A1,CNN2,RSL1D1,POLDIP2,EHD1,RPL11,FHL1,DIABLO,SDF4
COMPARTMENTS	GOCC:0005840	Ribosome	11	192	0.93	2.39e-05	9606.ENSP00000260102,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000346015,9606.ENSP00000367038,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000431822,9606.ENSP00000464342,9606.ENSP00000496250	MRPL15,RPL13,RPL38,RPL27A,RRBP1,RPS6,RPL13A,RPL23A,FAU,RPL36,RPL11
COMPARTMENTS	GOCC:0030054	Cell junction	24	1053	0.53	3.60e-05	9606.ENSP00000171887,9606.ENSP00000245932,9606.ENSP00000256196,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296585,9606.ENSP00000305988,9606.ENSP00000309830,9606.ENSP00000319096,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000389168,9606.ENSP00000392043,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000456436,9606.ENSP00000498684	TNS1,VASP,RRAS2,MYO1E,ARHGAP17,ITGA5,NCSTN,ITGA2,ALCAM,RPL38,RAP2B,PDLIM7,DPP4,ENG,MAPRE1,LMO7,CD99,RPL13A,PPP1R12A,ATP2B1,RHOA,SLC9A3R2,CNN2,FHL1
COMPARTMENTS	GOCC:0012505	Endomembrane system	42	3156	0.29	0.0013	9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223641,9606.ENSP00000252804,9606.ENSP00000260128,9606.ENSP00000261667,9606.ENSP00000270176,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000313854,9606.ENSP00000319096,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000347649,9606.ENSP00000353720,9606.ENSP00000354677,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357709,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000363809,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000373706,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400175,9606.ENSP00000417354,9606.ENSP00000456436,9606.ENSP00000479153,9606.ENSP00000499387	SPG21,TECR,SEC61B,PXDN,SULF1,KPNA3,SCYL1,NCSTN,ARFIP1,COL1A2,HSD3B7,CLPTM1L,RAP2B,HGS,OSTF1,P3H4,CES1,GPX7,SCCPDH,DYNLT1,TOR1AIP2,S100A6,NHLRC2,GBP1,COL5A1,SLC39A7,LMO7,RRBP1,RPS6,TMSB4X,DIAPH1,LRRC32,AP1M1,NECAP2,ATP2B1,TMX1,MXRA8,RHOA,GOLIM4,CNN2,EHD1,SDF4
COMPARTMENTS	GOCC:0032991	Protein-containing complex	60	5325	0.22	0.0013	9606.ENSP00000078429,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000233078,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000260102,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000288235,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000342374,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000356056,9606.ENSP00000357113,9606.ENSP00000360184,9606.ENSP00000360882,9606.ENSP00000363205,9606.ENSP00000366757,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370839,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000400175,9606.ENSP00000415151,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000478600,9606.ENSP00000496250,9606.ENSP00000499058	GNA11,PLOD3,SEC61B,DAZAP1,VASP,UROD,NDUFA10,PXDN,EIF3G,MRPL15,UBE2K,KPNA3,AFG3L2,SCYL1,MYO1E,ITGA5,NCSTN,ITGA2,COL1A2,ATP5PD,COPS6,GPD2,RPL38,SRRM1,CUL1,HGS,SNRPD2,STIP1,CES1,DPP4,GPX7,MT-CO2,DYNLT1,IFI16,TM9SF3,COL5A1,NFS1,LMO7,POSTN,RBBP7,RPS6,SGCB,RPL13A,SUCLG1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,RHOA,CBFB,SUCLG2,EIF3H,FAU,EIF3M,RSL1D1,RPL36,P3H3,RPL11,DIABLO
COMPARTMENTS	GOCC:0022625	Cytosolic large ribosomal subunit	5	38	1.29	0.0014	9606.ENSP00000309830,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000464342,9606.ENSP00000496250	RPL38,RPL13A,RPL23A,RPL36,RPL11
COMPARTMENTS	GOCC:0044391	Ribosomal subunit	8	155	0.88	0.0019	9606.ENSP00000260102,9606.ENSP00000309830,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000431822,9606.ENSP00000464342,9606.ENSP00000496250	MRPL15,RPL38,RPS6,RPL13A,RPL23A,FAU,RPL36,RPL11
COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen	39	2902	0.3	0.0020	9606.ENSP00000254108,9606.ENSP00000260102,9606.ENSP00000297268,9606.ENSP00000307889,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000347649,9606.ENSP00000348886,9606.ENSP00000353720,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000357113,9606.ENSP00000357873,9606.ENSP00000358307,9606.ENSP00000360882,9606.ENSP00000363205,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000371362,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000389103,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000411719,9606.ENSP00000417354,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000475924,9606.ENSP00000496250,9606.ENSP00000499058	FUS,MRPL15,COL1A2,RPL13,SRRM1,CUL1,HGS,OSTF1,P3H4,STOML2,CES1,GPX7,MT-CO2,SCCPDH,DYNLT1,IFI16,ACADSB,NHLRC2,COL5A1,NFS1,RBBP7,RPS6,TMSB4X,NADK2,RPL13A,SUCLG1,RPL23A,MXRA8,EWSR1,MPST,GOLIM4,SUCLG2,FAU,ALDH6A1,CNN2,RSL1D1,POLDIP2,RPL11,DIABLO
COMPARTMENTS	GOCC:1990904	Ribonucleoprotein complex	14	564	0.56	0.0039	9606.ENSP00000233078,9606.ENSP00000253108,9606.ENSP00000260102,9606.ENSP00000309830,9606.ENSP00000326261,9606.ENSP00000342374,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000496250	DAZAP1,EIF3G,MRPL15,RPL38,SRRM1,SNRPD2,RPS6,RPL13A,RPL23A,EIF3H,FAU,RSL1D1,RPL36,RPL11
COMPARTMENTS	GOCC:0015934	Large ribosomal subunit	6	92	0.98	0.0054	9606.ENSP00000260102,9606.ENSP00000309830,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000464342,9606.ENSP00000496250	MRPL15,RPL38,RPL13A,RPL23A,RPL36,RPL11
COMPARTMENTS	GOCC:0031090	Organelle membrane	31	2290	0.3	0.0134	9606.ENSP00000215567,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000252711,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000308610,9606.ENSP00000313854,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000331201,9606.ENSP00000343635,9606.ENSP00000348886,9606.ENSP00000353731,9606.ENSP00000354876,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000358272,9606.ENSP00000359504,9606.ENSP00000373706,9606.ENSP00000388996,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000400175,9606.ENSP00000417354,9606.ENSP00000479153	TECR,SEC61B,SLC25A11,NDUFA10,AFG3L2,SCYL1,NCSTN,ARFIP1,HSD3B7,ATP5PD,GPD2,CLPTM1L,RAP2B,TMEM11,HGS,MEAK7,STOML2,DPP4,MT-CO2,TOR1AIP2,IFI16,NDUFAF4,GBP1,DIAPH1,AP1M1,NECAP2,ATP2B1,TMX1,RHOA,GOLIM4,EHD1
COMPARTMENTS	GOCC:0005739	Mitochondrion	20	1182	0.4	0.0152	9606.ENSP00000225665,9606.ENSP00000252711,9606.ENSP00000260102,9606.ENSP00000269143,9606.ENSP00000301587,9606.ENSP00000308610,9606.ENSP00000319992,9606.ENSP00000348886,9606.ENSP00000354876,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000363205,9606.ENSP00000371362,9606.ENSP00000377446,9606.ENSP00000411719,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000450436,9606.ENSP00000475924,9606.ENSP00000499058	SLC25A11,NDUFA10,MRPL15,AFG3L2,ATP5PD,GPD2,TMEM11,STOML2,MT-CO2,ACADSB,NDUFAF4,NFS1,NADK2,SUCLG1,MPST,FAM162A,SUCLG2,ALDH6A1,POLDIP2,DIABLO
COMPARTMENTS	GOCC:0005783	Endoplasmic reticulum	19	1095	0.41	0.0158	9606.ENSP00000215567,9606.ENSP00000223641,9606.ENSP00000252804,9606.ENSP00000260128,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000313854,9606.ENSP00000347649,9606.ENSP00000353720,9606.ENSP00000354677,9606.ENSP00000356584,9606.ENSP00000360882,9606.ENSP00000363809,9606.ENSP00000367038,9606.ENSP00000369757,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400175	TECR,SEC61B,PXDN,SULF1,NCSTN,COL1A2,HSD3B7,CLPTM1L,P3H4,CES1,GPX7,TOR1AIP2,COL5A1,SLC39A7,RRBP1,RPS6,TMX1,MXRA8,RHOA
COMPARTMENTS	GOCC:0045244	succinate-CoA ligase complex (GDP-forming)	2	2	2.17	0.0230	9606.ENSP00000377446,9606.ENSP00000419325	SUCLG1,SUCLG2
COMPARTMENTS	GOCC:0005759	Mitochondrial matrix	10	379	0.59	0.0260	9606.ENSP00000260102,9606.ENSP00000354876,9606.ENSP00000357873,9606.ENSP00000363205,9606.ENSP00000371362,9606.ENSP00000377446,9606.ENSP00000411719,9606.ENSP00000419325,9606.ENSP00000450436,9606.ENSP00000475924	MRPL15,MT-CO2,ACADSB,NFS1,NADK2,SUCLG1,MPST,SUCLG2,ALDH6A1,POLDIP2
COMPARTMENTS	GOCC:0005852	Eukaryotic translation initiation factor 3 complex	3	19	1.37	0.0335	9606.ENSP00000253108,9606.ENSP00000429931,9606.ENSP00000436049	EIF3G,EIF3H,EIF3M
COMPARTMENTS	GOCC:0017023	Myosin phosphatase complex	2	3	1.99	0.0343	9606.ENSP00000389168,9606.ENSP00000400175	PPP1R12A,RHOA
COMPARTMENTS	GOCC:0005743	Mitochondrial inner membrane	9	337	0.59	0.0419	9606.ENSP00000225665,9606.ENSP00000252711,9606.ENSP00000269143,9606.ENSP00000301587,9606.ENSP00000308610,9606.ENSP00000319992,9606.ENSP00000348886,9606.ENSP00000354876,9606.ENSP00000358272	SLC25A11,NDUFA10,AFG3L2,ATP5PD,GPD2,TMEM11,STOML2,MT-CO2,NDUFAF4
COMPARTMENTS	GOCC:0005844	Polysome	4	54	1.04	0.0444	9606.ENSP00000309830,9606.ENSP00000429931,9606.ENSP00000464342,9606.ENSP00000496250	RPL38,EIF3H,RPL36,RPL11
COMPARTMENTS	GOCC:0031975	Envelope	15	843	0.42	0.0471	9606.ENSP00000225665,9606.ENSP00000252711,9606.ENSP00000261667,9606.ENSP00000269143,9606.ENSP00000301587,9606.ENSP00000308610,9606.ENSP00000319992,9606.ENSP00000348886,9606.ENSP00000353731,9606.ENSP00000354876,9606.ENSP00000356584,9606.ENSP00000357709,9606.ENSP00000358272,9606.ENSP00000366757,9606.ENSP00000499058	SLC25A11,NDUFA10,KPNA3,AFG3L2,ATP5PD,GPD2,TMEM11,STOML2,DPP4,MT-CO2,TOR1AIP2,S100A6,NDUFAF4,LMO7,DIABLO
UniProt Keywords	KW-0007	Acetylation	58	3362	0.4	9.98e-10	9606.ENSP00000215567,9606.ENSP00000222388,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000251157,9606.ENSP00000256196,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000285930,9606.ENSP00000296557,9606.ENSP00000301587,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000326261,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000364721,9606.ENSP00000365147,9606.ENSP00000366757,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000392043,9606.ENSP00000400142,9606.ENSP00000411719,9606.ENSP00000419325,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684	TECR,ABCF2,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,DOCK7,RRAS2,UBE2K,KPNA3,AKR1B1,ARFIP1,ATP5PD,RPL13,RPL38,ARFGAP1,SRRM1,HGS,OSTF1,SDSL,SNRPD2,RPL27A,STOML2,STIP1,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,MAPRE1,EFHD2,LMO7,RBBP7,RPS6,TMSB4X,NADK2,DIAPH1,RPL13A,DBN1,SUCLG1,AP1M1,RPL23A,ATP2B1,EWSR1,MPST,SUCLG2,EIF3M,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,EHD1,RPL11,FHL1
